name,address,area,lat,lng
Errigal Road Surgery,"112 Errigal Road, Drimnagh, Dublin, D12 T286",Dublin 12,53.32905280000001,-6.3235766
Galtymore Medical Centre,"131 Galtymore Road, Drimnagh, Dublin, D12 HX4A",Dublin 12,53.334414,-6.3195032
Kimmage Medical Centre,"202 Kimmage Road West, Kimmage, Dublin, D12 A4VF",Dublin 12,53.316468,-6.3166053
Long Mile Medical Centre,"Long Mile Road, Walkinstown, Dublin, D12 KH34",Dublin 12,53.3236892,-6.337621
Park West Clinic,"2nd Floor Block 71, Park West Business Park, Cherry Orchard, Dublin, D12 Y4C0",Dublin 12,53.3316178,-6.371101599999999
Parkwest Medical Centre,"The Plaza Park West Avenue, Park West Business Park, Cherry Orchard, Dublin, D12 Y4C0",Dublin 12,53.3308109,-6.3715708
Perrystown Family Practice,"171 Whitehall Road, Terenure, Dublin, D12 P030",Dublin 12,53.307568,-6.319266799999999
Shackleton & Behan Family Doctors,"115 Cromwell's Fort Road, Walkinstown, Dublin, D12 YR27",Dublin 12,53.31696360000001,-6.322845099999999
Sundrive Medical Centre,"36 Sundrive Road, Kimmage, Dublin, D12 AR22",Dublin 12,53.3205459,-6.2927148
The Iveagh Medical clinic,"235 Crumlin Road, Crumlin, Dublin, D12 WR53",Dublin 12,53.3276327,-6.3080396
Walkinstown Medical Centre,"133 Walkinstown Road, Walkinstown, Dublin, D12 PX7A",Dublin 12,53.3189663,-6.331891499999999
Baldoyle Medical Clinic,"Racecourse Shopping Centre, Grange Road, Baldoyle, Dublin, D13 N6W7",Dublin 13,53.396529,-6.137719199999999
Bayside Family Practice,"Bayside Shopping Centre, Bayside Square East, Killbarrack, Dublin, D13 KT59",Dublin 13,53.3892473,-6.1396635
Bayside Medical Centre,"Bayside Shopping Centre, Bayside Square East, Sutton, Dublin, D13 W2K1",Dublin 13,53.3892473,-6.1396635
Breda Synnott,"Brookstone Road, Baldoyle, Dublin, D13 HD36",Dublin 13,53.3971362,-6.1353297
Clongriffin Medical Centre,"17a Main Street, Clongriffin, Dublin, D13 N2Y4",Dublin 13,53.4023164,-6.1522668
Donaghmede Medical Clinic,"Unit 40a Donaghmede Shopping Centre, Grange Road, Donaghmede, Dublin, D13 V9X6",Dublin 13,53.3978831,-6.1500057
Dr Brian Walsh,"Warren House, 16 Warrenhouse Road, Dublin, D13 TR53",Dublin 13,53.39395159999999,-6.1246553
Dr John McGuinness,"118 Dublin Road, Sutton, Dublin, D13 K2K7",Dublin 13,53.3892102,-6.1168175
Grange Clinic,"Grange Road, Grange, Dublin, D13 F7H9",Dublin 13,53.3978831,-6.1500057
Ibrahim Surgery,"52 Ardara Avenue, Donaghmede, Dublin, D13 RK03",Dublin 13,53.3963313,-6.169552899999999
Sutton Clinic,"31 Howth Road, Sutton, Dublin, D13 H582",Dublin 13,53.390176,-6.1049938
Sutton Cross Medical Centre,"Sutton Centre, Sutton Cross, Dublin, D13 A6C8",Dublin 13,53.3498053,-6.2603097
Sutton Surgery,"Saint Margaret's, Greenfield Road, Sutton, Dublin, D13 H9H6",Dublin 13,53.387197,-6.1047795
Aranleigh Health Centre,"1 Aranleigh Mount, Rathfarnham, Dublin, D14 K822",Dublin 14,53.2903769,-6.2822213
Ballyboden Medical,"Unit 1 Ballyboden Shopping Centre, Taylor's Lan, Rathfarnham, Dublin, D16 RK74",Dublin 14,53.2817351,-6.2900726
Braemor Family Practice,"119b Braemor Road, Rathfarnham, Dublin, D14 VK46",Dublin 14,53.3003138,-6.2636612
Centric Health - Churchtown Medical,"96/98 Churchtown Road Upper, Churchtown, Dublin, D14 EW68",Dublin 14,53.2949748,-6.2590382
Churchtown Family Practice,"111d Beaumont Avenue, Churchtown, Dublin, D14 X5R5",Dublin 14,53.2882658,-6.2561444
Churchtown Medical Centre,"67 Churchtown Road Upper, Churchtown, Dublin, D14 KR83",Dublin 14,53.2960579,-6.262042399999999
Dodder Park Medical,"4 Dodder Park Drive, Rathfarnham, Dublin, D14 VY57",Dublin 14,53.3042668,-6.2813276
Dr Alex Khourie,"5 Saint Enda's Drive, Rathfarnham, Dublin, D14 T2P8",Dublin 14,53.2891353,-6.2835659
Dr Bent and Kinsella,"17 Pembroke Cottages, Main Street, Dundrum, Dublin, D14 X2T7",Dublin 14,53.28962869999999,-6.2435741
Dr Bhutta Surgery,"34 Mount Carmel Road, Churchtown, Dublin, D14 TP93",Dublin 14,53.29612119999999,-6.238912699999999
Dr Cantwell and Gleeson Surgery,"5 Saint Enda's Drive, Rathfarnham, Dublin, D14 T2P8",Dublin 14,53.2891353,-6.2835659
Dr Patrick Magovern,"3 Drummartin Road, Kilmacud West, Dublin, D14 K0T9",Dublin 14,53.2887636,-6.222697300000001
Dr Paul Heslin,"3 Beaumont Avenue, Churchtown, Dublin, D14 K2N5",Dublin 14,53.2880322,-6.2566362
Dundrum Family Practice,"218 Barton Road East, Dundrum, Dublin, D14 AE92",Dublin 14,53.2887148,-6.246912399999999
Goatstown Medical Centre,"6 Drummartin Terrace, Ardilea, Dublin, D14 DY94",Dublin 14,53.2918511,-6.229234000000001
Marian Road Medical,"50 Marian Road, Rathfarnham, Dublin, D14 R9P6",Dublin 14,53.2927115,-6.297867699999999
Moe Family Practice,"Woodlawn, Clonskeagh Road, Clonskeagh, Dublin, D14 X5R3",Dublin 14,53.312119,-6.2386363
Priority Medical Clinic,"6 Pembroke Cottages, Main Street, Dundrum, Dublin, D14 A9W8",Dublin 14,53.2899118,-6.2438366
Rosemount Family Doctors,"Rosemount Shopping Centre, Marian Road, Ballyroan, Dublin, D14 V8W8",Dublin 14,53.2922106,-6.2978117
Rowan Family Practice,"123 Churchtown Road Lower, Churchtown Lower, Dublin, D14 E840",Dublin 14,53.2966425,-6.253899
Solas Medical Centre,"Unit 12 Rathfarnham Shopping Centre, Butterfield Avenue, Rathfarnham, Dublin, D14 VP03",Dublin 14,53.2967555,-6.297553
The Gables Medical Centre,"Unit 13 Nutgrove Retail Park, Nutgrove Avenue, Rathfarnham, Dublin, D14 NT35",Dublin 14,53.2925556,-6.267383499999999
Woodlawn Medical Centre,"1 Woodlawn Terrace, Churchtown Road Upper, Churchtown, Dublin, D14 W3V5",Dublin 14,53.2953275,-6.2571214
Ballinteer Health General & Family Pratice,"21 Woodpark, Ballinteer Avenue, Ballinteer, Dublin, D16 HT65",Dublin 16,53.277582,-6.2467177
Ballinteer Medical,"Unit 1, Ballinteer Business Centre, Ballinteer Avenue, Dublin, D16 X0H2",Dublin 16,53.2760198,-6.249542600000001
Ballyboden Medical,"Unit 1 Ballyboden Shopping Centre, Taylor's Lan, Rathfarnham, Dublin, D16 RK74",Dublin 16,53.2817351,-6.2900726
Bloomfield Health Services,"Stocking Lane, Rathfarnham, Dublin, D16 C6T4",Dublin 16,53.2730353,-6.3063157
Centric Health - Dundrum,"Rockfield Medical Campus, Dundrum, Dublin, D16 A6K5",Dublin 16,53.2860341,-6.235947
Centric Health - Dundrum Medical,"Unit 1 Level 4, Dundrum Town Centre, Sandyford Road, Dublin, D16 XC91",Dublin 16,53.28698199999999,-6.242252
Centric Virtual Clinic,"Balally Primary Care Centre Rockfield Medical Campus, Overend Way , Dundrum, Dublin, D16 A6K5",Dublin 16,53.2865518,-6.236252299999999
Dr Pamela Mangal,"Kaieteur Ville, Knocklyon Avenue, Knocklyon, Dublin, D16 VH61",Dublin 16,53.2887154,-6.3234507
Dr Peter Wai Yin Hooi,"105 Broadford Hill, Ballinteer, Dublin, D16 YD29",Dublin 16,53.2797788,-6.2594547
GP Practice,"Unit 19/20 Knocklyon Shopping Centre, Idrone Avenue, Knocklyon, Dublin, D16 EA36",Dublin 16,53.2829999,-6.317812699999999
Grange Road Family Practice,"Grange Road Retail Park Unit 3b, Grange Road, Ballinteer, Dublin, D16 VN25",Dublin 16,53.2772936,-6.265012899999999
Rathfarnham Medical Centre,"4 Glendoher Road, Ballyboden, Dublin, D16 W726",Dublin 16,53.2859152,-6.2931458
Scholarstown Family Practice,"10a Templeroan Lodge, Scholarstown Road, Ballyroan, Dublin, D16 E2Y5",Dublin 16,53.2797072,-6.307504700000001
The Family Medicine Centre,"4 Ballyroan Road, Rathfarnham, Dublin, D16 A2N6",Dublin 16,53.293019,-6.309099799999999
Alfa Medics,"Northside Shopping Centre, Oscar Traynor Road, Kilmore, Dublin, D17 R997",Dublin 17,53.3957062,-6.2121933
Darndale Health Centre,"Darndale Belcamp Village Centre, Darndale, Dublin, D17 X050",Dublin 17,53.4014509,-6.1945464
Meridian Clinic - Clarehall,"3rd Floor Clarehall Shopping Centre, Malahide Road, Northern Cross, Dublin, D17 NX38",Dublin 17,53.40106189999999,-6.181532499999999
Northern Cross Medical Centre,"Unit 4 Burnell Court, Malahide Road , Priorswood, Dublin, D17 KF95",Dublin 17,53.4027135,-6.1882661
Beacon Clinic,"Beacon Court, Sandyford Business Park, Sandyford, Dublin, D18 E7P4",Dublin 18,53.2757368,-6.2194441
Belarmine Medical Centre,"Belarmine Plaza, Belarmine Avenue, Stepaside, Dublin, D18 W5W9",Dublin 18,53.2606214,-6.2205825
Blackglen Medical,"Unit 7 Blackglen Village Centre, Sandyford, Dublin, D18 KN23",Dublin 18,53.2687161,-6.242790599999999
Central Park Medical,"Building 8 Vantage West, Central Park, Leopardstown, Dublin, D18 K5FV",Dublin 18,53.26647819999999,-6.192451
Centric Health Sandyford Medical And Dental,"The Plaza, Beacon South Quarter, Sandyford, Dublin, D18 F729",Dublin 18,53.2775928,-6.2167644
D18 Medical,"Unit 40B Belarmine Plaza, Belarmine Avenue, Belarmine , Dublin, D18 W5W9",Dublin 18,53.2608982,-6.220697599999999
Foxrock Medical Centre,"1a Brighton Road, Foxrock, Dublin, D18 N8C0",Dublin 18,53.26656699999999,-6.1836807
Glencairn Medical Centre,"Leopardstown Valley, Ballyogan Road, Ballyogan, Dublin, D18 YK54",Dublin 18,53.2573623,-6.1955086
Leopardstown Primary Care Centre,"Leopardstown Valley Shopping Centre, Ballyogan Road, Ballyogan, Dublin, D18 H6W0",Dublin 18,53.2585585,-6.1978995
Medixclinic,"Suite 7 The Mall, Beacon Court, Sandyford Industrial Estate, Dublin, D18 N2E2",Dublin 18,53.2757368,-6.2194441
Orsmond Clinics,"13 Loughlinstown Road, Loughlinstown, Dublin, D18 VOR1",Dublin 18,53.2480658,-6.1284987
Sandyford Healthcare,"21 Time Place Corrig Road, Sandyford Business Park, Sandyford, Dublin, D18 R89T",Dublin 18,53.2766933,-6.2150565
Shankill Family Practice,"1 Athgoe Drive, Shankill, Dublin, D18 C596",Dublin 18,53.234724,-6.1209383
Shankill Surgery,"Shankill Primary Care Centre, Lower Road, Shankill, Dublin, D18 DW08",Dublin 18,53.2306738,-6.126338
Stepaside Medical Centre,"The Village, Enniskerry Road, Stepaside Village, Dublin, D18 TW61",Dublin 18,53.25247049999999,-6.2134816
The Park Clinic Cabinteely,"Park Shopping Centre, Glen Drive, Cabinteely, Dublin, D18 C984",Dublin 18,53.262181,-6.161854300000001
VideoDoc,"Beacon Court, Sandyford Industrial Estate, Sandyford, Dublin, D18 C2D0",Dublin 18,53.2757368,-6.2194441
Woodfield GP Surgery,"Shanganagh Road, Shankill, Dublin, D18 VK57",Dublin 18,53.2430862,-6.1216514
Aungier Street Clinic,"14-16 Redmond's Hill, Aungier Street, Dublin, D02 RP46",Dublin 2,53.3380291,-6.2662264
Clare Street Medical Centre,"26 Clare Street, Dublin, D02 VX59",Dublin 2,53.3414709,-6.252176299999999
Clifton Court Clinic,"Clifton Court, Fitzwilliam Street Lower, Dublin, D02 V279",Dublin 2,53.3377124,-6.2486493
Dame Street Medical Centre,"16 Dame Street, Woodview, Dublin, D02 TD50",Dublin 2,53.3440618,-6.2651619
Dawson Medical,"Suite 1, Morrison Chambers, 32 Nassau Street, Dublin 2, Dublin, D02 PC58",Dublin 2,53.3427729,-6.2574783
Dr Anvor Amod,"44 Westland Row, Dublin, D02 W274",Dublin 2,53.342771,-6.2497731
Dr Brady's Surgery,"Apartment 2, 12 Camden Street Upper, Dublin, D02 A270",Dublin 2,53.3327791,-6.2651154
Dr El-Zayed Hegazy,"4 Chatham Street, Dublin, D02 R223",Dublin 2,53.3407277,-6.261892
Dr Goodwin McDonnell,"3 Ely Place Upper, Dublin, D02 XV65",Dublin 2,53.3368465,-6.2544324
E&S Doctors,"31/32 Wellington Quay, Dublin, D02 KP11",Dublin 2,53.3457871,-6.2641931
Fitzwilliam Medical Centre,"79 Fitzwilliam Lane, Dublin, D02 V567",Dublin 2,53.33872359999999,-6.2514601
Grafton Medical Practice,"Grafton Buildings, 34 Grafton Street, Grafton Street, Dublin, D02 XY06",Dublin 2,53.3411188,-6.2603494
Hanover Medical Centre,"Unit 5, Lazer Lane, Dublin, D02 RF77",Dublin 2,53.3452461,-6.238764199999999
Harcourt Health,"35 Camden Street Upper, Dublin, D02 HK82",Dublin 2,53.3327282,-6.2647102
Joseph Molony,"37 Castle Street, Dublin, D02 H773",Dublin 2,53.3432869,-6.2696863
Lincoln Place Medical,"26 Clare Street, Dublin, D02 VX59",Dublin 2,53.3414709,-6.252176299999999
Mercer's Medical Centre,"Stephen Street Lower, Dublin 2, Dublin, D02 P294",Dublin 2,53.3412641,-6.2642397
Nassau Clinic,"Unit 17 Morrison Chambers, 32 Nassau Street, Dublin, D02 XW77",Dublin 2,53.3427151,-6.2574859
Parliament Street Medical Practice,"11 Parliament Street, Dublin, D02 V277",Dublin 2,53.3447099,-6.267239
Pearse Street Primary Care Centre,"15 Mark's Lane, Dublin, D02 TD23",Dublin 2,53.3449024,-6.2495425
Pearse Street Primary Care Centre,"15 Mark's Lane, Dublin, D02 TD23",Dublin 2,53.3449024,-6.2495425
SmartHealth,"77 Camden Street Lower, Dublin, D02 XE80",Dublin 2,53.3353123,-6.2654232
Suffolk Street Surgery,"107 Grafton Street, Dublin, D02 E425",Dublin 2,53.3434211,-6.2595576
The Adelaide Clinic,"56 Adelaide Road, Dublin, D02 H337",Dublin 2,53.3321524,-6.253262299999999
The D2 Medical Centre,"4 Fitzwilliam Square East, Dublin, D02 FE06",Dublin 2,53.335209,-6.2503495
The Gallery Medical Centre,"26 Clare Street, Dublin, D02 VX59",Dublin 2,53.3414709,-6.252176299999999
The Temple Bar Medical Centre,"26 Wellington Quay, Dublin, D02 R221",Dublin 2,53.3456793,-6.2645531
Tir na nOg Clinic,"Unit 31 Morrison Chambers, 32 Nassau Street , Dublin, D02 WE12",Dublin 2,53.3427729,-6.2574783
Travel Health Clinic,"7 Dawson Street, Dublin, D02 HX22",Dublin 2,53.3422007,-6.2577479
Chapelizod Medical Centre,"Belgrove Park, Chapelizod, Dublin, D20 KH70",Dublin 20,53.3521726,-6.3507703
Manor Road Surgery,"31 Manor Road, Redcowfarm, Dublin, D20 AW73",Dublin 20,53.35101969999999,-6.368591299999999
Medical Centre,"14 Palmerstown Park, Woodfarm, Dublin, D20 YD43",Dublin 20,53.3510573,-6.378787
Palmerstown Medical Centre,"Unit 4 Aldi Centre, Lucan Road Old, Palmerstown Lower, Dublin, D20 EK76",Dublin 20,53.3573835,-6.3747421
Waterstown Medical,"Stewarts Care Limited, Mill Lane, Redcow, Dublin, D20 XT80",Dublin 20,53.3548872,-6.3674516
Ashwood Surgery,"19 Ashwood Road, Clondalkin, Dublin, D22 E9K6",Dublin 22,53.3261324,-6.4107422
Centric Health - Village Medical Centre,"Unit 4 Village Centre, Watery Lane, Clondalkin, Dublin, D22 P3Y8",Dublin 22,53.322655,-6.3930108
Clondalkin Medical Centre,"24 Cherrywood Grove, Clondalkin, Dublin, D22 C3W9",Dublin 22,53.3211273,-6.4092576
Dr Fergus Purcell,"5 Castle Crescent, Clondalkin, Dublin, D22 Y7Y8",Dublin 22,53.3211874,-6.3900292
Dr John O'Grady,"48 Tower Road, Clondalkin, Dublin, D22 F2P9",Dublin 22,53.320272,-6.3950977
Dr K Olinger,"Unit 6 Village Centre, Watery Lane , Clondalkin, Dublin, D22 V2H9",Dublin 22,53.322655,-6.3930108
Dr Richard Mullen,"48 Tower Road, Clondalkin, Dublin, D22 F2P9",Dublin 22,53.320272,-6.3950977
Drs Lynch and Hamilton Surgery,"3 Orchard Road, Clondalkin, Dublin, D22 Y8N4",Dublin 22,53.32199019999999,-6.3934267
Glenfield Family Practice,"20 Glenfield Avenue, Clondalkin, Dublin, D22 E309",Dublin 22,53.34752659999999,-6.3984201
Hans Weber,"98 Monastery Road, Clondalkin, Dublin, D22 V2F6",Dublin 22,53.319962,-6.3835956
Nangor Medical Centre,"Old Nangor Road, Clondalkin, Dublin, D22 V2Y8",Dublin 22,53.3232216,-6.4008783
Neilstown Health Centre,"Neilstown Village Court, Neilstown Road, Ronanstown, Dublin, D22 E8P2",Dublin 22,53.3413243,-6.3993172
Neilstown Surgery,"Unit 3 Neilstown Shopping Centre, Neilstown Road, Collinstown, Dublin, D22 T0A8",Dublin 22,53.3382587,-6.400688199999999
Newlands Cross Medical Centre,"Newlands Cross, Clondalkin, Dublin, D22 C1P3",Dublin 22,53.31379889999999,-6.3942299
Tower Medical Centre,"Unit 8 Tower Shopping Centre, Tower Road, Clondalkin, Dublin, D22 N778",Dublin 22,53.3211736,-6.394727100000001
Webdoctor,"14A Knockmeenagh Road, Newlands, Dublin, D22 Y793",Dublin 22,53.3164029,-6.3893074
Wheatfield Surgery,"1 Chaplain's Place, Rowlagh, Dublin, D22 A4P2",Dublin 22,53.3446969,-6.3970512
Clontarf Family Practice,"14 Kincora Avenue, Clontarf, Dublin, D03 T2W2",Dublin 3,53.3637175,-6.209566799999999
Clontarf General Practice,"2/3 Churchgate Avenue, Clontarf East, Dublin, D03 DK59",Dublin 3,53.3596324,-6.196704299999999
Clontarf Medical Centre,"26 Saint Gabriel's Road, Dublin, D03 H016",Dublin 3,53.3646398,-6.1842565
D3 Medical Centre,"196 Howth Road, Clontarf East, Dublin, D03 C1P8",Dublin 3,53.3713055,-6.204632699999999
Dr James Dolan,"191 Howth Road, Clontarf East, Dublin, D03 A3V7",Dublin 3,53.3709206,-6.2044773
Dr Joseph Yasbeck,"13 Marino Mart, Dublin, D03 X5V2",Dublin 3,53.3643809,-6.2320986
East Wall Medical Centre,"145 Church Road, North Dock, Dublin, D03 X894",Dublin 3,53.355276,-6.2349035
Fairview Family Practice,"17 Fairview Strand, Clontarf, Dublin, D03 A5Y9",Dublin 3,53.3628134,-6.2378752
Fairview Medical Centre,"37/39 Fairview Strand, Clontarf, Dublin, D03 F8C2",Dublin 3,53.3628291,-6.2389983
Hanlon Medical Practice,"199 Howth Road, Clontarf East, Dublin, D03 V6W9",Dublin 3,53.3715792,-6.202105899999999
Malahide Road Surgery,"80a Malahide Road, Malahide, Dublin, D03 HK53",Dublin 3,53.3679439,-6.226611
Marino Medical Centre,"144 Philipsburgh Avenue, Clontarf West, Dublin, D03 R6X6",Dublin 3,53.3688215,-6.2390719
North Strand Surgery,"110 North Strand Road, North Dock, Dublin, D03 KW81",Dublin 3,53.3593219,-6.240122599999999
Sveikas Zmogus Family Medical Clinic,"384 Clontarf Road, Clontarf East, Dublin, D03 E3H0",Dublin 3,53.36375580000001,-6.1776312
Vernon Medical Centre,"67/67a Vernon Avenue, Clontarf East, Dublin, D03 N2H7",Dublin 3,53.3623139,-6.195257300000001
115 Medical,"115 Morehampton Road, Donnybrook, Dublin, D04 A6Y8",Dublin 4,53.32336979999999,-6.2392354
Ailesbury Clinic,"David Lloyd River View, Beech Hill Road, Clonskeagh, Dublin, D04 AF10",Dublin 4,53.3140387,-6.237087
Baggot Street Medical,"10 Baggot Street Upper, Dublin, D04 KT35",Dublin 4,53.3338706,-6.244589
Ballsbridge Medical Centre,"66 Merrion Road, Dublin, D04 N1W5",Dublin 4,53.32727269999999,-6.2245555
Barrow Medical,"Unit E2, The Gasworks, Barrow Street, Dublin, D04 C1K7",Dublin 4,53.3385553,-6.2347325
Bath Avenue surgery,"Bath Avenue Medical Centre, 4/6 Bath Avenue, Dublin, D04 V8N8",Dublin 4,53.3373225,-6.2339702
D4 Medical Centre,"95a Morehampton Road, Donnybrook, Dublin, D04 N903",Dublin 4,53.3241516,-6.2401044
Dr Cahill Surgery,"70 Serpentine Avenue, Sandymount, Dublin, D04 E067",Dublin 4,53.3312991,-6.2234639
Dr Gately's Surgery,"Cameo, 119 Strand Road, Sandymount, Dublin, D04 X4K6",Dublin 4,53.3259907,-6.2081216
Dr Lisa Fay,"6 Merrion Court, Merrion Road, Dublin, D04 DD58",Dublin 4,53.32003839999999,-6.213915999999999
Dr Michael Moore,"4 Morehampton Road, Donnybrook, Dublin, D04 T9C8",Dublin 4,53.3274149,-6.243311299999999
Dr P Harte,"28a Park Avenue, Dublin, D04 P5Y8",Dublin 4,53.32696379999999,-6.214224799999999
Dr Vincent Carroll,"Fairfield House, Newbridge Avenue, Dublin, D04 Y7H9",Dublin 4,53.3498053,-6.2603097
Dr Wendy Lynch,"4 Morehampton Road, Donnybrook, Dublin, D04 T9C8",Dublin 4,53.3274149,-6.243311299999999
General Practice Donnybrook,"114 Morehampton Road, Donnybrook, Dublin, D04 K3H7",Dublin 4,53.3233849,-6.2383545
Irishtown And Ringsend Primary Care Centre,"1a Irishtown Road, Irishtown, Dublin, D04 HW30",Dublin 4,53.3407274,-6.225474699999999
Merrion Gates Medical Centre,"240 Merrion Road, Dublin, D04 CF74",Dublin 4,53.3173792,-6.207713699999999
Morehampton Clinic,"Gardeners Cottage, Royal Hospital, Bloomfield Avenue, Donnybrook, Dublin, D04 P8N6",Dublin 4,53.3255322,-6.2468979
Morris Clinic,"68 Pembroke Road, Dublin, D04 A3T6",Dublin 4,53.3326917,-6.2390457
Park Avenue Medical Centre,"28a Park Avenue, Sandymount, Dublin, D04 P5Y8",Dublin 4,53.32696379999999,-6.214224799999999
Ringsend Medical Centre,"Unit 5 Ringsend Medical Centre, Fitzwilliam Street, Dublin, D04 T9X5",Dublin 4,53.3413575,-6.226766
Sandymount Road Medical Centre,"29 Sandymount Road, Dublin, D04 E034",Dublin 4,53.3351868,-6.2198497
Sandymount Road Medical Centre,"Irishtown And Ringsend Primary Care Centre, 1a Irishtown Road, Ringsend, Dublin, D04 HW30",Dublin 4,53.3407285,-6.225656499999999
Beechwood Medical,"46 Ashfield Road, Ranelagh, Dublin, D06 X320",Dublin 6,53.32411,-6.2526405
Dr. Nickrow,"32 Dunville Avenue, Ranelagh, Dublin, D06 NR77",Dublin 6,53.32122949999999,-6.2566925
Moe Family Practice,"Holly Lodge, 13 Winton Road, Ranelagh, Dublin, D06 X2R4",Dublin 6,53.3271411,-6.249852199999999
Rafter Medical Centre,"183 Rathmines Road Lower, Rathmines, Dublin, D06 E3E5",Dublin 6,53.32287830000001,-6.265949099999999
Ranelagh Medical Centre,"22-26 Sandford Road, Ranelagh, Dublin, D06 A365",Dublin 6,53.3229901,-6.248651799999999
Rathmines Clinic,"24 Rathmines Road Upper, Rathmines, Dublin, D06 W2R4",Dublin 6,53.3209251,-6.2652486
Terenure Medical,"84a Terenure Road East, Rathfarnham, Dublin, D06 W5A2",Dublin 6,53.31019939999999,-6.2825767
The Cambridge Clinic,"5 Cambridge Villas, Rathmines, Dublin, D06 C9X5",Dublin 6,53.3209265,-6.2624414
The Doctors Clinic,"104 Rathmines Road Lower, Rathmines, Dublin, D06 F9P0",Dublin 6,53.3263166,-6.264793099999999
The Rathgar Medical Pratice,"150 Rathgar Road, Rathfranham, Dublin, D06 YP29",Dublin 6,53.3167567,-6.2703392
Cypress Clinic,"8 Cypress Park, Templeogue, Dublin, D6W YY63",Dublin 6W,53.2996765,-6.308425600000001
Dr Ahmad Ajina,"1a Orwell Park, Dublin 6W, Dublin, D6W AD14",Dublin 6W,53.3084522,-6.301157700000001
Greenlea Clinic,"118 Greenlea Road, Terenure, Dublin, D6W WY18",Dublin 6W,53.3073771,-6.3004504
Harold's Cross Surgery,"254 Harold's Cross Road, Harold's Cross, Dublin, D6W F789",Dublin 6W,53.321094,-6.279520499999999
Harolds Cross Medical Practice,"324 Harold's Cross Road, Terenure, Dublin, D6W TN82",Dublin 6W,53.3189704,-6.2792335
MyClinic.ie,"3 Terenure Road West, Terenure, Dublin, D6W YY79",Dublin 6W,53.3097657,-6.285208099999999
Orwell Medical Centre,"Orwell Shopping Centre, Orwell Park, Templeogue, Dublin, D6W CE01",Dublin 6W,53.2982713,-6.321642
St Judes Family Practice,"69a Orwell Park Rise, Templeogue, Dublin, D6W AF86",Dublin 6W,53.2995702,-6.323664099999999
Templeogue Village Medical,"184 Templeogue Road, Templeogue, Dublin, D6W WN53",Dublin 6W,53.2981845,-6.3036607
Terenure General Medical Clinic,"9 Rathmore Villas, Rathfranham, Dublin, D6W HF84",Dublin 6W,53.3110888,-6.2827284
The Medical Practice,"335 Kimmage Road Lower, Kimmage, Dublin, D6W Y967",Dublin 6W,53.31496749999999,-6.296168499999999
Cabra Medical Centre,"109 Cabra Road, Cabra East, Dublin, D07 XH5V",Dublin 7,53.3614727,-6.285057999999999
Centric Health - Navan Road,"Aras Slainte, Navan Road, Cabra West, Dublin, D07 K229",Dublin 7,53.36323660000001,-6.3022668
Charter Medical Group,"1st Floor Block G, Smithfield Market, Smithfield, Dublin, D07 VKP9",Dublin 7,53.34885269999999,-6.279043499999999
Dental & Medical Clinic Benburb Street,"77 Benburb Street, Dublin, D07 E9DE",Dublin 7,53.3472537,-6.2818494
Dr M F Whitty,"340a North Circular Road, Dublin, D07 C9HE",Dublin 7,53.3606172,-6.2740627
Dr Robert Dybkowski and Dr Ilona Izdebska Medical Centre,"Orby Chambers, 7 Coke Lane, Smithfield, Dublin, D07 T0FA",Dublin 7,53.346851,-6.2795217
Dr Vida Naciene,"400 North Circular Road, Dublin, D07 ER26",Dublin 7,53.3600242,-6.2643368
Family Clinic LTD,"263 Navan Road, Ashtown, Dublin, D07 RCK4",Dublin 7,53.3679467,-6.3177257
Family Health Care (Polska Przychodnia Rodzinna),"Unit 3 Block E, Thundercut Alley , Smithfield, Dublin, D07 YH01",Dublin 7,53.3489338,-6.278970300000001
"Family Health Care, Thundercut Alley","Unit 3 Block E, Smithfield Market, Smithfield, Dublin, D07 VH01",Dublin 7,53.34885269999999,-6.279043499999999
Family Medical Centre,"213 Navan Road, Ashtown, Dublin, D07 XN34",Dublin 7,53.367074,-6.3139201
Kajarmed Med Family Clinic Limited,"263 Navan Road, Ashtown, Dublin, D07 RCK4",Dublin 7,53.3679467,-6.3177257
Liffey Medical,"8a Little Britain Street, Smithfield, Dublin, D07 NY18",Dublin 7,53.3493399,-6.270194
Manor Street Family Practice,"40/41 Manor Street, Stoneybatter, Dublin, D07 W586",Dublin 7,53.3508256,-6.282754
Medicus Medical Centre Stoneybatter,"Park Shopping Centre, 35-39 Prussia Street, Stoneybatter, Dublin, D07 TA4V",Dublin 7,53.3559283,-6.2876555
Mountjoy Medical Centre,"Grangegorman Primary Care Centre, Grangegorman Upper, Grangegorman, Dublin, D07 H984",Dublin 7,53.3575115,-6.2816921
Other - Safetynet Primary Care,"Macro Community Resource Centre, 1 Green Street, Dublin, D07 X6NR",Dublin 7,53.3504075,-6.2708151
Phibsborough Dental & Medical Clinic,"340A North Circular Road, Phibsborough, Dublin, D07 C9HE",Dublin 7,53.3606172,-6.2740627
Plaza Health,"Unit 16 Smithfield Markets, Smithfield, Dublin, D07 V583",Dublin 7,53.3478741,-6.27794
Sirona Medical,"185 Cabra Road, Cabra East, Dublin, D07 FR52",Dublin 7,53.3616076,-6.2910243
Stoneybatter Family Practice,"66 Manor Street, Stoneybatter, Dublin, D07 R152",Dublin 7,53.3526847,-6.2846072
The Berkeley Clinic,"4 Berkeley Street, Phibsborough, Dublin, D07 R6DD",Dublin 7,53.3569783,-6.2677974
